Player_Name,Year,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
Akeal Hosein,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Akshat Raghuwanshi,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Allah Ghazanfar,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Aman Khan,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Aman Rao Perala,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Amit Kumar,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Angkrish Raghuvanshi,2025,12,2,300,50,33.33,215,139.53,0,1,30,8,2,0,12,0,0,0,0,0,0,0,0,0
Angkrish Raghuvanshi,2024,10,0,163,54,23.29,105,155.24,0,1,16,8,4,0,10,0,0,0,0,0,0,0,0,0
Aniket Verma,2025,14,3,236,74,26.22,142,166.2,0,1,12,20,6,0,14,0,0,0,0,0,0,0,0,0
Anrich Nortje,2025,2,2,0,0,0,0,0,0,0,0,0,1,0,2,42,83,1,Jan-23,83,11.86,42,0,0
Anrich Nortje,2024,6,0,4,4,2,8,50,0,0,0,0,1,0,6,132,294,7,Mar-59,42,13.36,18.86,0,0
Anrich Nortje,2023,10,4,37,23*,12.33,29,127.59,0,0,6,0,2,0,10,240,364,10,Feb-20,36.4,9.1,24,0,0
Anrich Nortje,2022,6,1,1,1*,0,6,16.67,0,0,0,0,2,0,6,134,217,9,Mar-42,24.11,9.72,14.89,0,0
Anrich Nortje,2021,8,0,0,0,0,0,0,0,0,0,0,1,0,8,182,187,12,02-Dec,15.58,6.16,15.16,0,0
Anrich Nortje,2020,16,4,7,3*,7,6,116.66,0,0,0,0,4,0,16,366,512,22,Mar-33,23.27,8.39,16.63,0,0
Anshul Kamboj,2025,8,3,14,5*,7,12,116.67,0,0,2,0,1,0,8,129,172,8,Mar-13,21.5,8,16.13,0,0
Anshul Kamboj,2024,3,1,2,2*,0,2,100,0,0,0,0,3,0,3,60,114,2,Jan-24,57,11.4,30,0,0
Anuj Rawat,2024,5,1,98,48,24.5,77,127.27,0,0,10,3,5,0,5,0,0,0,0,0,0,0,0,0
Anuj Rawat,2023,9,4,91,29*,30.33,71,128.17,0,0,6,4,3,0,9,0,0,0,0,0,0,0,0,0
Anuj Rawat,2022,8,0,129,66,16.13,118,109.32,0,1,10,7,6,0,8,0,0,0,0,0,0,0,0,0
Anuj Rawat,2021,2,0,0,0*,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
Anukul Roy,2025,1,0,0,0,0,1,0,0,0,0,0,1,0,1,24,27,1,Jan-27,27,6.75,24,0,0
Anukul Roy,2024,4,1,3,3*,0,3,100,0,0,0,0,0,0,4,34,60,0,0/6,0,10.59,0,0,0
Anukul Roy,2023,4,2,23,13*,11.5,19,121.05,0,0,3,0,4,0,4,48,65,3,Feb-19,21.67,8.13,16,0,0
Anukul Roy,2022,2,0,0,0,0,2,0,0,0,0,0,1,0,2,42,55,1,Jan-28,55,7.86,42,0,0
Anukul Roy,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,11,1,01-Nov,11,5.5,12,0,0
Arjun Tendulkar,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,22,0,0/22,0,9.43,0,0,0
Arjun Tendulkar,2023,4,0,13,13,13,9,144.44,0,0,0,1,0,0,4,59,92,3,01-Sep,30.67,9.36,19.67,0,0
Arshdeep Singh,2025,17,1,2,1,2,6,33.33,0,0,0,0,4,0,17,350,518,21,Mar-16,24.67,8.88,16.67,0,0
Arshdeep Singh,2024,14,0,4,4,4,3,133.33,0,0,1,0,1,0,14,302,505,19,Apr-29,26.58,10.03,15.89,1,0
Arshdeep Singh,2023,14,2,2,2*,0,2,100,0,0,0,0,1,0,14,305,493,17,Apr-29,29,9.7,17.94,1,0
Arshdeep Singh,2022,14,3,21,10*,7,29,72.41,0,0,3,0,4,0,14,300,385,10,Mar-37,38.5,7.7,30,0,0
Arshdeep Singh,2021,12,2,2,1*,0,3,66.66,0,0,0,0,4,0,12,248,342,18,May-32,19,8.27,13.77,0,1
Arshdeep Singh,2020,8,0,0,0*,0,3,0,0,0,0,0,2,0,8,149,218,9,Mar-23,24.22,8.77,16.55,0,0
Arshdeep Singh,2019,3,0,0,0,0,0,0,0,0,0,0,0,0,3,60,109,3,Feb-43,36.33,10.9,20,0,0
Arshin Kulkarni,2024,2,0,9,9,4.5,8,112.5,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Ashok Sharma,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Ashutosh Sharma,2025,13,2,204,66*,29.14,127,160.63,0,1,14,13,2,0,13,0,0,0,0,0,0,0,0,0
Ashutosh Sharma,2024,11,2,189,61,27,113,167.26,0,1,10,15,2,0,11,0,0,0,0,0,0,0,0,0
Ashwani Kumar,2025,7,0,0,0,0,0,0,0,0,0,0,2,0,7,123,232,11,Apr-24,21.09,11.32,11.18,1,0
Atharva Ankolekar,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Auqib Dar,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Avesh Khan,2025,13,3,21,19*,21,12,175,0,0,3,1,2,0,13,284,487,13,Mar-37,37.46,10.29,21.85,0,0
Avesh Khan,2024,16,3,10,7*,0,5,200,0,0,1,0,2,0,16,329,526,19,Mar-27,27.68,9.59,17.32,0,0
Avesh Khan,2023,9,1,0,0*,0,1,0,0,0,0,0,2,0,9,174,283,8,Mar-25,35.38,9.76,21.75,0,0
Avesh Khan,2022,13,3,22,12,22,13,169.23,0,0,0,3,2,0,13,286,416,18,Apr-24,23.11,8.73,15.89,1,0
Avesh Khan,2021,16,1,5,5*,0,3,166.66,0,0,1,0,1,0,16,366,450,24,Mar-13,18.75,7.37,15.25,0,0
Avesh Khan,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,42,0,0/42,0,10.5,0,0,0
Avesh Khan,2019,1,1,4,4*,0,3,133.33,0,0,1,0,1,0,1,18,30,0,0/30,0,10,0,0,0
Avesh Khan,2018,6,0,0,0,0,0,0,0,0,0,0,3,0,6,114,204,4,Feb-29,51,10.73,28.5,0,0
Avesh Khan,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,23,1,Jan-23,23,5.75,24,0,0
Axar Patel,2025,12,1,263,43,26.3,167,157.49,0,0,23,15,4,0,12,204,288,5,Feb-19,57.6,8.47,40.8,0,0
Axar Patel,2024,14,4,235,66,29.38,179,131.28,0,2,19,10,13,0,14,264,337,11,Feb-25,30.64,7.66,24,0,0
Axar Patel,2023,14,3,283,54,28.3,203,139.41,0,1,21,15,7,0,14,282,338,11,Feb-13,30.73,7.19,25.64,0,0
Axar Patel,2022,13,6,182,42*,45.5,120,151.67,0,0,12,10,8,0,13,258,321,6,02-Oct,53.5,7.47,43,0,0
Axar Patel,2021,12,1,40,12,8,46,86.95,0,0,2,1,4,0,12,276,306,15,Mar-21,20.4,6.65,18.4,0,0
Axar Patel,2020,15,1,117,42,14.62,85,137.64,0,0,6,8,6,0,15,306,327,9,Feb-18,36.33,6.41,34,0,0
Axar Patel,2019,14,6,110,26,18.33,88,125,0,0,10,3,9,0,14,306,364,10,Feb-22,36.4,7.13,30.6,0,0
Axar Patel,2018,9,2,80,19,13.33,69,115.94,0,0,3,4,2,0,9,156,218,3,Jan-21,72.66,8.38,52,0,0
Axar Patel,2017,14,5,227,44,28.37,162,140.12,0,0,11,11,7,0,14,288,362,15,03-Nov,24.13,7.54,19.2,0,0
Axar Patel,2016,14,3,111,36*,15.85,77,144.15,0,0,4,8,2,0,14,287,388,13,Apr-21,29.84,8.11,22.07,1,0
Axar Patel,2015,14,3,206,40*,22.88,174,118.39,0,0,13,8,7,0,14,280,392,13,02-Nov,30.15,8.4,21.53,0,0
Axar Patel,2014,17,2,62,42*,10.33,60,103.33,0,0,6,1,7,0,17,396,405,17,Mar-24,23.82,6.13,23.29,0,0
Ayush Badoni,2025,14,1,329,74,32.9,222,148.2,0,2,27,14,4,0,14,10,13,2,02-Apr,6.5,7.8,5,0,0
Ayush Badoni,2024,14,4,235,55*,29.38,171,137.43,0,2,22,5,3,0,14,12,25,0,0/6,0,12.5,0,0,0
Ayush Badoni,2023,15,2,238,59*,23.8,172,138.37,0,1,13,12,2,0,15,1,0,0,0/0,0,0,0,0,0
Ayush Badoni,2022,13,3,161,54,20.13,130,123.85,0,1,11,7,9,0,13,12,11,2,01-May,5.5,5.5,6,0,0
Ayush Mhatre,2025,7,0,240,94,34.29,127,188.98,0,1,31,11,4,0,7,0,0,0,0,0,0,0,0,0
Azmatullah Omarzai,2025,9,1,57,21*,14.25,41,139.02,0,0,6,3,1,0,9,162,279,8,Feb-33,34.88,10.33,20.25,0,0
Azmatullah Omarzai,2024,7,0,42,17,10.5,33,127.27,0,0,2,2,0,0,7,126,186,4,Feb-27,46.5,8.86,31.5,0,0
Ben Duckett,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Ben Dwarshuis,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Bhuvneshwar Kumar,2025,14,3,14,8,4.67,25,56,0,0,1,0,5,0,14,312,483,17,Mar-33,28.41,9.29,18.35,0,0
Bhuvneshwar Kumar,2024,16,2,23,13,7.67,29,79.31,0,0,3,0,1,0,16,342,533,11,Mar-41,48.45,9.35,31.09,0,0
Bhuvneshwar Kumar,2023,14,3,42,27,14,47,89.36,0,0,4,0,3,0,14,306,425,16,May-30,26.56,8.33,19.13,0,1
Bhuvneshwar Kumar,2022,14,3,24,8,8,26,92.31,0,0,3,0,2,0,14,313,383,12,Mar-22,31.92,7.34,26.08,0,0
Bhuvneshwar Kumar,2021,11,6,34,14*,34,30,113.33,0,0,3,0,0,0,11,252,335,6,Jan-16,55.83,7.97,42,0,0
Bhuvneshwar Kumar,2020,4,0,0,0*,0,2,0,0,0,0,0,0,0,4,85,99,3,Feb-25,33,6.98,28.33,0,0
Bhuvneshwar Kumar,2019,15,2,12,7*,4,19,63.15,0,0,1,0,4,0,15,354,461,13,Feb-24,35.46,7.81,27.23,0,0
Bhuvneshwar Kumar,2018,12,2,13,7,6.5,16,81.25,0,0,1,0,2,0,12,277,354,9,Mar-26,39.33,7.66,30.77,0,0
Bhuvneshwar Kumar,2017,14,1,4,4*,4,4,100,0,0,0,0,4,0,14,314,369,26,May-19,14.19,7.05,12.07,0,1
Bhuvneshwar Kumar,2016,17,2,43,21,7.16,27,159.25,0,0,6,1,6,0,17,396,490,23,Apr-29,21.3,7.42,17.21,1,0
Bhuvneshwar Kumar,2015,14,2,17,11*,17,10,170,0,0,2,1,5,0,14,310,407,18,Mar-26,22.61,7.87,17.22,0,0
Bhuvneshwar Kumar,2014,14,1,1,1,1,4,25,0,0,0,0,2,0,14,319,354,20,Apr-14,17.7,6.65,15.95,1,0
Bhuvneshwar Kumar,2013,16,2,52,24*,7.42,71,73.23,0,0,3,1,2,0,16,342,371,13,Mar-18,28.53,6.5,26.3,0,0
Bhuvneshwar Kumar,2012,11,6,40,11*,13.33,40,100,0,0,4,0,0,0,11,234,281,8,02-Sep,35.12,7.2,29.25,0,0
Bhuvneshwar Kumar,2011,4,0,1,1,0,1,0,0,0,0,0,2,0,4,66,67,3,Feb-14,22.33,6.09,22,0,0
Blessing Muzarabani,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Brijesh Sharma,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Brydon Carse,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Cameron Green,No stats,0,0,0,0,0,0,0,0,0,0,0,0,0,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Cameron Green,2024,13,4,255,46,31.88,178,143.26,0,0,22,10,5,0,0,0,0,0,0,0,0,0,0,0
Cameron Green,2023,16,7,452,100*,50.22,282,160.28,1,2,40,22,5,0,0,0,0,0,0,0,0,0,0,0
Cooper Connolly,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Corbin Bosch,2025,3,0,47,27,23.5,32,146.88,0,0,3,3,2,0,3,42,55,1,Jan-26,55,7.86,42,0,0
Daksh Kamra,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Danish Malewar,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
David Miller,2025,11,6,153,27*,30.6,120,127.5,0,0,13,4,5,0,11,0,0,0,0,0,0,0,0,0
David Miller,2024,9,3,210,55,35,139,151.08,0,1,20,8,5,0,9,0,0,0,0,0,0,0,0,0
David Miller,2023,16,5,259,46,32.38,178,145.51,0,0,18,13,11,0,16,0,0,0,0,0,0,0,0,0
David Miller,2022,16,9,481,94*,68.71,337,142.73,0,2,32,23,6,0,16,0,0,0,0,0,0,0,0,0
David Miller,2021,9,3,124,62,24.8,113,109.73,0,1,11,3,4,0,9,0,0,0,0,0,0,0,0,0
David Miller,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
David Miller,2019,10,2,213,59*,26.62,164,129.87,0,1,19,7,7,0,10,0,0,0,0,0,0,0,0,0
David Miller,2018,3,1,74,26,37,64,115.62,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0
David Miller,2017,5,1,83,30*,27.66,80,103.75,0,0,4,4,2,0,5,0,0,0,0,0,0,0,0,0
David Miller,2016,14,3,161,31,16.1,131,122.9,0,0,11,4,10,0,14,0,0,0,0,0,0,0,0,0
David Miller,2015,13,2,357,89*,32.45,266,134.21,0,2,21,21,7,0,13,0,0,0,0,0,0,0,0,0
David Miller,2014,16,6,446,66,44.6,299,149.16,0,3,34,21,14,0,16,0,0,0,0,0,0,0,0,0
David Miller,2013,12,5,418,101*,59.71,254,164.56,1,3,28,24,8,0,12,0,0,0,0,0,0,0,0,0
David Miller,2012,6,3,98,34*,32.66,75,130.66,0,0,6,4,1,0,6,0,0,0,0,0,0,0,0,0
Deepak Chahar,2025,14,3,37,28*,37,25,148,0,0,3,2,2,0,14,246,376,11,02-Dec,34.18,9.17,22.36,0,0
Deepak Chahar,2024,8,0,0,0,0,0,0,0,0,0,0,0,0,8,141,202,5,Feb-28,40.4,8.6,28.2,0,0
Deepak Chahar,2023,10,1,1,1*,0,2,50,0,0,0,0,1,0,10,204,297,13,Mar-22,22.85,8.74,15.69,0,0
Deepak Chahar,2021,15,2,1,1*,0,1,100,0,0,0,0,5,0,15,324,451,14,Apr-13,32.21,8.35,23.14,2,0
Deepak Chahar,2020,14,2,7,5*,7,12,58.33,0,0,0,0,3,0,14,312,396,12,Feb-18,33,7.61,26,0,0
Deepak Chahar,2019,17,0,7,7,3.5,9,77.77,0,0,1,0,2,0,17,387,482,22,Mar-20,21.9,7.47,17.59,0,0
Deepak Chahar,2018,12,1,50,39,16.66,29,172.41,0,0,1,4,1,0,12,229,278,10,Mar-15,27.8,7.28,22.9,0,0
Deepak Chahar,2017,3,0,14,14,14,6,233.33,0,0,0,2,0,0,3,42,74,1,Jan-35,74,10.57,42,0,0
Deepak Chahar,2016,2,0,0,0,0,0,0,0,0,0,0,1,0,2,30,41,0,0/13,0,8.2,0,0,0
Devdutt Padikkal,2025,10,1,247,61,27.44,164,150.61,0,2,21,14,1,0,10,0,0,0,0,0,0,0,0,0
Devdutt Padikkal,2024,7,0,38,13,5.43,53,71.7,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0
Devdutt Padikkal,2023,11,1,261,52,26.1,200,130.5,0,2,31,6,4,0,11,0,0,0,0,0,0,0,0,0
Devdutt Padikkal,2022,17,0,376,54,22.12,306,122.88,0,1,40,14,5,0,17,0,0,0,0,0,0,0,0,0
Devdutt Padikkal,2021,14,1,411,101*,31.61,328,125.3,1,1,44,14,7,0,14,0,0,0,0,0,0,0,0,0
Devdutt Padikkal,2020,15,0,473,74,31.53,379,124.8,0,5,51,8,8,0,15,0,0,0,0,0,0,0,0,0
Dewald Brevis,2025,6,0,225,57,37.5,125,180,0,2,13,17,6,0,6,0,0,0,0,0,0,0,0,0
Dewald Brevis,2024,3,0,69,46,23,59,116.95,0,0,3,5,1,0,3,0,0,0,0,0,0,0,0,0
Dewald Brevis,2022,7,0,161,49,23,113,142.48,0,0,14,11,3,0,7,3,8,1,01-Aug,8,16,3,0,0
Dhruv Jurel,2025,14,4,333,70,37,213,156.34,0,2,22,22,7,0,14,0,0,0,0,0,0,0,0,0
Dhruv Jurel,2024,15,3,195,56*,24.38,141,138.3,0,2,18,7,11,0,15,0,0,0,0,0,0,0,0,0
Dhruv Jurel,2023,13,4,152,34*,21.71,88,172.73,0,0,11,9,1,0,13,0,0,0,0,0,0,0,0,0
Digvesh Singh,2025,13,1,1,1,1,3,33.33,0,0,0,0,3,0,13,312,429,14,Feb-30,30.64,8.25,22.29,0,0
Donovan Ferreira,2025,1,0,1,1,1,3,33.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Donovan Ferreira,2024,2,0,8,7,4,11,72.73,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Dushmantha Chameera,2025,6,3,10,8*,0,14,71.43,0,0,0,0,1,0,6,90,171,4,Jan-24,42.75,11.4,22.5,0,0
Dushmantha Chameera,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,48,0,0/48,0,16,0,0,0
Dushmantha Chameera,2022,12,4,43,17,10.75,28,153.57,0,0,3,3,2,0,12,264,384,9,Feb-17,42.67,8.73,29.33,0,0
Eshan Malinga,2025,7,0,0,0,0,0,0,0,0,0,0,4,0,7,160,238,13,Mar-31,18.31,8.93,12.31,0,0
Finn Allen,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Glenn Phillips,2023,5,0,39,25,7.8,22,177.27,0,0,2,4,2,0,5,18,20,1,01-Oct,20,6.67,18,0,0
Glenn Phillips,2021,3,1,26,14*,13,33,78.78,0,0,1,2,1,0,3,12,20,1,Jan-17,20,10,12,0,0
Gurjapneet Singh,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Gurnoor Singh Brar,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,42,0,0/42,0,14,0,0,0
Hardik Pandya,2025,15,3,224,48*,24.89,137,163.5,0,0,18,12,3,0,15,210,342,14,May-36,24.43,9.77,15,0,1
Hardik Pandya,2024,14,1,216,46,18,151,143.05,0,0,17,11,4,0,14,216,387,11,Mar-31,35.18,10.75,19.64,0,0
Hardik Pandya,2023,16,4,346,66,31.45,253,136.76,0,2,26,15,8,0,16,150,228,3,01-Oct,76,9.12,50,0,0
Hardik Pandya,2022,15,4,487,87*,44.27,371,131.27,0,4,49,12,4,0,15,183,222,8,Mar-17,27.75,7.28,22.88,0,0
Hardik Pandya,2021,12,2,127,40*,14.11,112,113.39,0,0,11,5,4,0,12,0,0,0,0,0,0,0,0,0
Hardik Pandya,2020,14,5,281,60*,35.12,157,178.98,0,1,14,25,6,0,14,0,0,0,0,0,0,0,0,0
Hardik Pandya,2019,16,6,402,91,44.66,210,191.42,0,1,28,29,11,0,16,255,390,14,Mar-20,27.85,9.17,18.21,0,0
Hardik Pandya,2018,13,4,260,50,28.88,195,133.33,0,1,20,11,8,0,13,256,381,18,Mar-24,21.16,8.92,14.22,0,0
Hardik Pandya,2017,17,9,250,35*,35.71,160,156.25,0,0,11,20,12,0,17,156,213,6,Feb-22,35.5,8.19,26,0,0
Hardik Pandya,2016,11,2,44,9,6.28,63,69.84,0,0,4,0,6,0,11,100,153,3,01-Jul,51,9.18,33.33,0,0
Hardik Pandya,2015,9,3,112,61*,22.4,62,180.64,0,1,9,8,6,0,9,102,176,1,Jan-13,176,10.35,102,0,0
Harnoor Pannu,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Harpreet Brar,2025,8,1,11,7*,11,13,84.62,0,0,0,1,0,0,8,132,190,10,Mar-22,19,8.64,13.2,0,0
Harpreet Brar,2024,13,5,75,29,37.5,54,138.89,0,0,8,2,7,0,13,228,303,7,Feb-13,43.29,7.97,32.57,0,0
Harpreet Brar,2023,13,2,52,17*,8.67,41,126.83,0,0,5,2,2,0,13,163,218,9,Apr-30,24.22,8.02,18.11,1,0
Harpreet Brar,2022,5,0,22,14,7.33,25,88,0,0,1,2,3,0,5,96,146,4,Mar-26,36.5,9.13,24,0,0
Harpreet Brar,2021,7,5,64,25*,0,58,110.34,0,0,3,2,2,0,7,138,139,5,Mar-19,27.8,6.04,27.6,0,0
Harpreet Brar,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,41,0,0/41,0,10.25,0,0,0
Harpreet Brar,2019,2,1,20,20*,0,12,166.66,0,0,2,1,0,0,2,30,48,0,0/24,0,9.6,0,0,0
Harsh Dubey,2025,3,0,0,0,0,0,0,0,0,0,0,0,0,3,60,98,5,Mar-34,19.6,9.8,12,0,0
Harshal Patel,2025,13,2,21,12*,10.5,26,80.77,0,0,0,0,3,0,13,263,430,16,Apr-28,26.88,9.81,16.44,2,0
Harshal Patel,2024,14,1,13,12,4.33,19,68.42,0,0,1,1,5,0,14,294,477,24,Mar-15,19.88,9.73,12.25,0,0
Harshal Patel,2023,14,0,6,6,3,6,100,0,0,0,1,2,0,14,282,454,14,Mar-32,32.43,9.66,20.14,0,0
Harshal Patel,2022,15,3,43,11,8.6,39,110.26,0,0,4,2,3,0,15,321,410,19,Apr-34,21.58,7.66,16.89,1,0
Harshal Patel,2021,15,4,59,31,14.75,46,128.26,0,0,6,2,3,0,15,338,459,32,May-27,14.34,8.14,10.56,1,1
Harshal Patel,2020,5,0,21,16,10.5,24,87.5,0,0,2,0,1,0,5,90,134,3,Feb-34,44.66,8.93,30,0,0
Harshal Patel,2019,2,1,0,0*,0,2,0,0,0,0,0,0,0,2,48,77,2,Feb-40,38.5,9.62,24,0,0
Harshal Patel,2018,5,1,60,36*,60,33,181.81,0,0,1,6,0,0,5,105,167,7,Mar-28,23.85,9.54,15,0,0
Harshal Patel,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,43,3,Mar-43,14.33,10.75,8,0,0
Harshal Patel,2016,5,1,0,0,0,0,0,0,0,0,0,2,0,5,84,147,1,Jan-46,147,10.5,84,0,0
Harshal Patel,2015,15,2,19,9*,3.8,12,158.33,0,0,0,2,1,0,15,263,328,17,02-Dec,19.29,7.48,15.47,0,0
Harshal Patel,2014,3,1,13,6,6.5,7,185.71,0,0,1,1,0,0,3,66,113,4,Feb-56,28.25,10.27,16.5,0,0
Harshal Patel,2012,12,1,15,10,7.5,15,100,0,0,1,0,8,0,12,246,340,9,Feb-24,37.77,8.29,27.33,0,0
Harshit Rana,2025,13,3,57,34,14.25,53,107.55,0,0,5,3,6,0,13,264,448,15,Mar-25,29.87,10.18,17.6,0,0
Harshit Rana,2024,13,0,0,0,0,0,0,0,0,0,0,4,0,13,253,383,19,Mar-24,20.16,9.08,13.32,0,0
Harshit Rana,2023,6,0,0,0,0,1,0,0,0,0,0,2,0,6,102,147,5,Feb-33,29.4,8.65,20.4,0,0
Harshit Rana,2022,2,1,2,2,2,2,100,0,0,0,0,0,0,2,30,51,1,Jan-24,51,10.2,30,0,0
Heinrich Klaasen,2025,13,2,487,105*,44.27,282,172.7,1,1,42,25,7,0,13,0,0,0,0,0,0,0,0,0
Heinrich Klaasen,2024,16,3,479,80*,39.92,280,171.07,0,4,19,38,8,2,16,0,0,0,0,0,0,0,0,0
Heinrich Klaasen,2023,12,2,448,104,49.78,253,177.08,1,2,32,25,3,1,12,0,0,0,0,0,0,0,0,0
Heinrich Klaasen,2019,3,0,9,6,4.5,10,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Heinrich Klaasen,2018,4,1,57,32,19,47,121.27,0,0,5,1,3,4,4,0,0,0,0,0,0,0,0,0
Himmat Singh,2025,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Ishan Kishan,2025,14,3,354,106*,35.4,232,152.59,1,1,33,15,8,0,14,1,4,0,0/4,0,24,0,0,0
Ishan Kishan,2024,14,0,320,69,22.86,215,148.84,0,1,35,16,9,0,14,0,0,0,0,0,0,0,0,0
Ishan Kishan,2023,16,0,454,75,30.27,318,142.77,0,3,54,18,10,3,16,0,0,0,0,0,0,0,0,0
Ishan Kishan,2022,14,1,418,81*,32.15,348,120.11,0,3,45,11,13,0,14,0,0,0,0,0,0,0,0,0
Ishan Kishan,2021,10,1,241,84,26.77,180,133.88,0,2,21,10,3,0,10,0,0,0,0,0,0,0,0,0
Ishan Kishan,2020,14,4,516,99,57.33,354,145.76,0,4,36,30,1,0,14,0,0,0,0,0,0,0,0,0
Ishan Kishan,2019,7,0,101,28,16.83,100,101,0,0,8,4,2,0,7,0,0,0,0,0,0,0,0,0
Ishan Kishan,2018,14,0,275,62,22.91,184,149.45,0,2,22,17,9,2,14,0,0,0,0,0,0,0,0,0
